symbol,entry_time,exit_time,entry_price,exit_price,shares,pnl,pnl_pct,exit_reason,strategy,risk_pct,sl_pct,tp_pct,timeframe,hold_time_minutes
AAPL,2023-10-09 13:30:00+00:00,2023-10-09 13:35:00+00:00,176.75,175.86625,39,-34.46624999999969,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,5.0
AAPL,2023-10-10 13:30:00+00:00,2023-10-10 19:00:00+00:00,178.515,178.205,39,-12.08999999999898,-0.1736548749404654,signal,GapAndGo,7.0,0.5,1.0,1m,330.0
AAPL,2023-10-11 13:30:00+00:00,2023-10-11 19:00:00+00:00,178.32,179.11,39,30.810000000000798,0.4430237774786905,signal,GapAndGo,7.0,0.5,1.0,1m,330.0
AAPL,2023-10-12 13:31:00+00:00,2023-10-12 14:27:00+00:00,180.2,182.00199999999998,38,68.47599999999971,1.0000000000000009,take_profit,GapAndGo,7.0,0.5,1.0,1m,56.0
AAPL,2023-10-13 13:30:00+00:00,2023-10-13 14:00:00+00:00,181.855,180.94572499999998,38,-34.552450000000306,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,30.0
AAPL,2023-11-08 14:30:00+00:00,2023-11-08 20:00:00+00:00,182.425,182.48,38,2.089999999999179,0.030149376456067856,signal,GapAndGo,7.0,0.5,1.0,1m,330.0
AAPL,2023-11-09 14:30:00+00:00,2023-11-09 19:53:00+00:00,183.13,182.21435,38,-34.79469999999998,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,323.0
AAPL,2023-11-10 14:30:00+00:00,2023-11-10 18:36:00+00:00,183.72,185.5572,38,69.81359999999984,1.0000000000000009,take_profit,GapAndGo,7.0,0.5,1.0,1m,246.0
AAPL,2023-11-13 14:30:00+00:00,2023-11-13 14:41:00+00:00,185.91,184.98045,37,-34.393350000000225,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,11.0
AAPL,2023-11-15 14:30:00+00:00,2023-11-15 20:00:00+00:00,188.05,188.35,37,11.099999999999369,0.15953203935121785,signal,GapAndGo,7.0,0.5,1.0,1m,330.0
AAPL,2023-11-16 14:30:00+00:00,2023-11-16 16:17:00+00:00,189.96,189.0102,36,-34.192800000000375,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,107.0
AAPL,2023-11-20 14:30:00+00:00,2023-11-20 20:00:00+00:00,190.64,191.57,36,33.480000000000246,0.48783046579941036,signal,GapAndGo,7.0,0.5,1.0,1m,330.0
AAPL,2023-11-22 14:30:00+00:00,2023-11-22 19:34:00+00:00,192.345,191.383275,36,-34.622100000000046,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,304.0
AAPL,2023-11-29 14:30:00+00:00,2023-11-29 15:13:00+00:00,191.83,190.87085000000002,36,-34.52939999999978,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,43.0
AAPL,2023-12-05 14:31:00+00:00,2023-12-05 15:01:00+00:00,191.47,193.3847,36,68.92920000000038,1.0000000000000009,take_profit,GapAndGo,7.0,0.5,1.0,1m,30.0
AAPL,2023-12-06 14:30:00+00:00,2023-12-06 14:34:00+00:00,194.55,193.57725000000002,35,-34.046249999999674,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,4.0
AAPL,2023-12-07 14:33:00+00:00,2023-12-07 20:00:00+00:00,194.4,194.165,36,-8.460000000000491,-0.12088477366255512,signal,GapAndGo,7.0,0.5,1.0,1m,327.0
AAPL,2023-12-13 14:30:00+00:00,2023-12-13 19:35:00+00:00,195.52,197.4752,35,68.43199999999968,1.0000000000000009,take_profit,GapAndGo,7.0,0.5,1.0,1m,305.0
AAPL,2023-12-14 14:30:00+00:00,2023-12-14 17:00:00+00:00,198.71,197.71645,35,-34.77424999999997,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,150.0
AAPL,2024-06-12 13:30:00+00:00,2024-06-12 13:36:00+00:00,207.84,209.9184,33,68.5871999999996,1.0000000000000009,take_profit,GapAndGo,7.0,0.5,1.0,1m,6.0
AAPL,2024-06-13 13:30:00+00:00,2024-06-13 13:58:00+00:00,215.17,214.09414999999998,32,-34.427200000000084,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,28.0
AAPL,2024-06-14 13:30:00+00:00,2024-06-14 14:01:00+00:00,214.1,213.02949999999998,32,-34.25600000000031,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,31.0
AAPL,2024-06-17 13:30:00+00:00,2024-06-17 13:36:00+00:00,213.9,212.8305,32,-34.22400000000016,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,6.0
AAPL,2024-06-18 13:31:00+00:00,2024-06-18 13:39:00+00:00,217.86,216.7707,32,-34.857600000000275,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,8.0
AAPL,2024-07-03 13:30:00+00:00,2024-07-03 14:25:00+00:00,220.415,219.31292499999998,31,-34.16432500000042,-0.5000000000000115,stop_loss,GapAndGo,7.0,0.5,1.0,1m,55.0
AAPL,2024-07-05 13:30:00+00:00,2024-07-05 13:55:00+00:00,221.895,224.11395000000002,31,68.7874500000002,1.0000000000000009,take_profit,GapAndGo,7.0,0.5,1.0,1m,25.0
AAPL,2024-07-08 13:30:00+00:00,2024-07-08 13:36:00+00:00,226.925,225.790375,30,-34.03874999999999,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,6.0
AAPL,2024-07-09 13:30:00+00:00,2024-07-09 19:00:00+00:00,227.22,228.3,30,32.400000000000375,0.47531027198310927,signal,GapAndGo,7.0,0.5,1.0,1m,330.0
AAPL,2024-07-10 13:30:00+00:00,2024-07-10 16:15:00+00:00,229.42,231.71419999999998,30,68.82599999999968,1.0000000000000009,take_profit,GapAndGo,7.0,0.5,1.0,1m,165.0
AAPL,2024-07-15 13:30:00+00:00,2024-07-15 13:39:00+00:00,235.765,234.586175,29,-34.185924999999685,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,9.0
AAPL,2024-07-16 13:30:00+00:00,2024-07-16 13:52:00+00:00,235.32,234.14339999999999,29,-34.12140000000022,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,22.0
AAPL,2024-09-30 13:33:00+00:00,2024-09-30 13:53:00+00:00,232.22,231.0589,30,-34.83300000000014,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,20.0
AAPL,2024-10-15 13:30:00+00:00,2024-10-15 13:39:00+00:00,232.78,235.1078,30,69.83399999999989,1.0000000000000009,take_profit,GapAndGo,7.0,0.5,1.0,1m,9.0
AAPL,2024-10-17 13:30:00+00:00,2024-10-17 13:35:00+00:00,232.69,231.52655,30,-34.90350000000035,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,5.0
AAPL,2024-12-02 14:30:00+00:00,2024-12-02 20:00:00+00:00,238.75,239.66,29,26.3899999999999,0.38115183246072437,signal,GapAndGo,7.0,0.5,1.0,1m,330.0
AAPL,2024-12-03 14:30:00+00:00,2024-12-03 17:01:00+00:00,239.18,241.5718,29,69.36219999999969,1.0000000000000009,take_profit,GapAndGo,7.0,0.5,1.0,1m,151.0
AAPL,2024-12-04 14:30:00+00:00,2024-12-04 17:18:00+00:00,243.165,241.949175,28,-34.04309999999987,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,168.0
AAPL,2024-12-05 14:30:00+00:00,2024-12-05 14:40:00+00:00,244.29,243.06855,28,-34.20060000000012,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,10.0
AAPL,2024-12-06 14:30:00+00:00,2024-12-06 20:00:00+00:00,242.935,242.88,28,-1.540000000000191,-0.022639800769752583,signal,GapAndGo,7.0,0.5,1.0,1m,330.0
AAPL,2024-12-09 14:30:00+00:00,2024-12-09 15:08:00+00:00,242.19,244.6119,28,67.81319999999982,1.0000000000000009,take_profit,GapAndGo,7.0,0.5,1.0,1m,38.0
AAPL,2024-12-10 14:30:00+00:00,2024-12-10 14:32:00+00:00,247.37,246.13315,28,-34.63180000000011,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,2.0
AAPL,2024-12-11 14:30:00+00:00,2024-12-11 16:10:00+00:00,248.19,250.6719,28,69.49319999999989,1.0000000000000009,take_profit,GapAndGo,7.0,0.5,1.0,1m,100.0
AAPL,2024-12-12 14:30:00+00:00,2024-12-12 20:00:00+00:00,246.6,247.9,28,36.40000000000032,0.5271695052716963,signal,GapAndGo,7.0,0.5,1.0,1m,330.0
AAPL,2024-12-13 14:30:00+00:00,2024-12-13 16:02:00+00:00,248.08,246.83960000000002,28,-34.73119999999983,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,92.0
AAPL,2024-12-16 14:30:00+00:00,2024-12-16 17:42:00+00:00,248.09,250.5709,28,69.46519999999975,1.0000000000000009,take_profit,GapAndGo,7.0,0.5,1.0,1m,192.0
AAPL,2024-12-17 14:30:00+00:00,2024-12-17 16:10:00+00:00,250.79,253.2979,27,67.71330000000017,1.0000000000000009,take_profit,GapAndGo,7.0,0.5,1.0,1m,100.0
AAPL,2024-12-18 14:30:00+00:00,2024-12-18 14:35:00+00:00,253.185,251.919075,27,-34.17997500000027,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,5.0
AAPL,2024-12-19 14:30:00+00:00,2024-12-19 15:14:00+00:00,248.15,250.63150000000002,28,69.48200000000031,1.0000000000000009,take_profit,GapAndGo,7.0,0.5,1.0,1m,44.0
AAPL,2024-12-20 14:30:00+00:00,2024-12-20 14:35:00+00:00,248.15,246.90925000000001,28,-34.74099999999976,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,5.0
AAPL,2024-12-23 14:30:00+00:00,2024-12-23 15:09:00+00:00,255.17,253.89415,27,-34.447949999999764,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,39.0
AAPL,2024-12-24 14:30:00+00:00,2024-12-26 14:30:00+00:00,255.88,258.4388,27,69.08760000000052,1.0000000000000009,take_profit,GapAndGo,7.0,0.5,1.0,1m,2880.0
AAPL,2024-12-26 14:30:00+00:00,2024-12-26 15:20:00+00:00,259.06,257.7647,27,-34.97309999999993,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,50.0
AAPL,2024-12-27 14:30:00+00:00,2024-12-27 14:34:00+00:00,258.28,256.98859999999996,27,-34.86780000000027,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,4.0
AAPL,2024-12-30 14:30:00+00:00,2024-12-30 14:34:00+00:00,252.76,251.4962,27,-34.12260000000009,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,4.0
AAPL,2024-12-31 14:30:00+00:00,2024-12-31 14:50:00+00:00,253.04,251.7748,27,-34.16039999999981,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,20.0
AAPL,2025-01-02 14:30:00+00:00,2025-01-02 14:33:00+00:00,248.185,246.944075,28,-34.74590000000012,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,3.0
AAPL,2025-01-03 14:30:00+00:00,2025-01-03 20:00:00+00:00,242.87,243.16,28,8.119999999999777,0.11940544324122726,signal,GapAndGo,7.0,0.5,1.0,1m,330.0
AAPL,2025-01-06 14:30:00+00:00,2025-01-06 16:11:00+00:00,244.855,247.30355,28,68.55940000000032,1.0000000000000009,take_profit,GapAndGo,7.0,0.5,1.0,1m,101.0
AAPL,2025-01-07 14:30:00+00:00,2025-01-07 17:28:00+00:00,243.46,242.2427,28,-34.084399999999846,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,178.0
AAPL,2025-01-31 14:30:00+00:00,2025-01-31 14:32:00+00:00,246.54,245.3073,28,-34.515599999999836,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,2.0
AAPL,2025-02-14 14:35:00+00:00,2025-02-14 20:00:00+00:00,242.895,244.1,28,33.739999999999554,0.49609913748738244,signal,GapAndGo,7.0,0.5,1.0,1m,325.0
AAPL,2025-02-18 14:30:00+00:00,2025-02-18 14:32:00+00:00,244.42,243.19789999999998,28,-34.21880000000033,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,2.0
AAPL,2025-02-19 14:30:00+00:00,2025-02-19 15:21:00+00:00,245.32,244.0934,28,-34.344799999999736,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,51.0
AAPL,2025-02-20 14:30:00+00:00,2025-02-20 14:57:00+00:00,245.91,244.68045,28,-34.42739999999969,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,27.0
AAPL,2025-02-21 14:30:00+00:00,2025-02-21 20:00:00+00:00,246.29,245.935,28,-9.939999999999714,-0.14413902310284055,signal,GapAndGo,7.0,0.5,1.0,1m,330.0
AAPL,2025-02-24 14:31:00+00:00,2025-02-24 14:40:00+00:00,246.75,245.51624999999999,28,-34.545000000000414,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,9.0
AAPL,2025-02-25 14:30:00+00:00,2025-02-25 14:32:00+00:00,249.41,248.16295,28,-34.91740000000004,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,2.0
AAPL,2025-09-22 13:30:00+00:00,2025-09-22 14:01:00+00:00,249.48,251.9748,28,69.85439999999994,1.0000000000000009,take_profit,GapAndGo,7.0,0.5,1.0,1m,31.0
AAPL,2025-09-23 13:30:00+00:00,2025-09-23 14:49:00+00:00,256.39,255.10805,27,-34.61264999999986,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,79.0
AAPL,2025-09-30 13:31:00+00:00,2025-09-30 13:43:00+00:00,255.31,254.03345,27,-34.46685000000039,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,12.0
AAPL,2025-10-01 13:30:00+00:00,2025-10-01 13:36:00+00:00,255.25,257.8025,27,68.91750000000025,1.0000000000000009,take_profit,GapAndGo,7.0,0.5,1.0,1m,6.0
AAPL,2025-10-02 13:30:00+00:00,2025-10-02 13:35:00+00:00,256.71,255.42645,27,-34.65584999999976,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,5.0
AAPL,2025-10-03 13:33:00+00:00,2025-10-03 13:53:00+00:00,256.26,258.82259999999997,27,69.19019999999932,1.0000000000000009,take_profit,GapAndGo,7.0,0.5,1.0,1m,20.0
AAPL,2025-10-06 13:32:00+00:00,2025-10-06 13:35:00+00:00,258.93,257.63535,27,-34.95554999999973,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,3.0
MSFT,2023-10-09 13:30:00+00:00,2023-10-09 14:25:00+00:00,324.36,327.60360000000003,21,68.11560000000031,1.0000000000000009,take_profit,GapAndGo,7.0,0.5,1.0,1m,55.0
MSFT,2023-10-10 13:30:00+00:00,2023-10-10 13:49:00+00:00,329.71,328.06145,21,-34.619550000000004,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,19.0
MSFT,2023-10-11 13:30:00+00:00,2023-10-11 17:18:00+00:00,331.18,329.52410000000003,21,-34.77389999999946,-0.49999999999998934,stop_loss,GapAndGo,7.0,0.5,1.0,1m,228.0
MSFT,2023-10-12 13:33:00+00:00,2023-10-12 18:08:00+00:00,330.75,329.09625,21,-34.72875000000005,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,275.0
MSFT,2023-10-13 13:30:00+00:00,2023-10-13 14:22:00+00:00,333.145,331.479275,21,-34.98022500000019,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,52.0
MSFT,2023-10-16 13:30:00+00:00,2023-10-16 14:16:00+00:00,331.2,334.512,21,69.55200000000025,1.0000000000000009,take_profit,GapAndGo,7.0,0.5,1.0,1m,46.0
MSFT,2023-10-18 13:30:00+00:00,2023-10-18 14:54:00+00:00,333.375,331.708125,21,-35.004375000000095,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,84.0
MSFT,2023-10-19 13:30:00+00:00,2023-10-19 16:21:00+00:00,333.08,336.4108,21,69.94680000000022,1.0000000000000009,take_profit,GapAndGo,7.0,0.5,1.0,1m,171.0
MSFT,2023-10-25 13:30:00+00:00,2023-10-25 13:50:00+00:00,343.42,341.7029,20,-34.342000000000326,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,20.0
MSFT,2023-11-01 13:34:00+00:00,2023-11-01 14:20:00+00:00,341.52,344.9352,20,68.30400000000054,1.0000000000000009,take_profit,GapAndGo,7.0,0.5,1.0,1m,46.0
MSFT,2023-11-02 13:30:00+00:00,2023-11-02 13:48:00+00:00,346.925,345.190375,20,-34.69249999999988,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,18.0
MSFT,2023-11-03 13:30:00+00:00,2023-11-03 16:24:00+00:00,348.925,352.41425000000004,20,69.78500000000054,1.0000000000000009,take_profit,GapAndGo,7.0,0.5,1.0,1m,174.0
MSFT,2023-11-06 14:30:00+00:00,2023-11-06 20:00:00+00:00,354.83,355.845,19,19.28500000000082,0.28605247583350923,signal,GapAndGo,7.0,0.5,1.0,1m,330.0
MSFT,2023-11-08 14:30:00+00:00,2023-11-08 20:01:00+00:00,361.985,362.155,19,3.2299999999992224,0.046963271958766484,signal,GapAndGo,7.0,0.5,1.0,1m,331.0
MSFT,2023-11-09 14:30:00+00:00,2023-11-09 20:00:00+00:00,362.07,360.9,19,-22.230000000000302,-0.32314193388018886,signal,GapAndGo,7.0,0.5,1.0,1m,330.0
MSFT,2023-11-10 14:30:00+00:00,2023-11-10 15:59:00+00:00,361.4,365.01399999999995,19,68.66599999999954,1.0000000000000009,take_profit,GapAndGo,7.0,0.5,1.0,1m,89.0
MSFT,2023-11-13 14:30:00+00:00,2023-11-13 20:00:00+00:00,367.46,367.435,19,-0.474999999999568,-0.006803461601256888,signal,GapAndGo,7.0,0.5,1.0,1m,330.0
MSFT,2023-11-15 14:34:00+00:00,2023-11-15 14:43:00+00:00,372.535,370.672325,18,-33.52815000000044,-0.5000000000000115,stop_loss,GapAndGo,7.0,0.5,1.0,1m,9.0
MSFT,2023-11-16 14:35:00+00:00,2023-11-16 18:37:00+00:00,372.47,376.1947,18,67.04459999999972,1.0000000000000009,take_profit,GapAndGo,7.0,0.5,1.0,1m,242.0
MSFT,2023-11-17 14:30:00+00:00,2023-11-17 14:35:00+00:00,373.92,372.0504,18,-33.65279999999984,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,5.0
MSFT,2023-11-20 14:31:00+00:00,2023-11-20 15:14:00+00:00,374.465,372.592675,18,-33.70184999999981,-0.5000000000000004,stop_loss,GapAndGo,7.0,0.5,1.0,1m,43.0
